Gene,t-scores,p-values,FDR-adjusted p-values,q-values,BH FDR-adjusted p-values
RARS,0.55373,0.59959,1,0.99956,0.99956
DERA,0.55346,0.59976,1,0.99956,0.99956
LOC100129480,0.55342,0.59978,1,0.99956,0.99956
IVD,-0.5533,0.59986,1,0.99956,0.99956
NPTX1,-0.55309,0.59999,1,0.99956,0.99956
PHTF2,-0.55277,0.60019,1,0.99956,0.99956
RAB15,0.55266,0.60025,1,0.99956,0.99956
MAGED1,0.55238,0.60041,1,0.99956,0.99956
BMI1,0.55235,0.60043,1,0.99956,0.99956
NTN1,0.55221,0.60051,1,0.99956,0.99956
RBM15B,0.55196,0.60065,1,0.99956,0.99956
NCDN,0.55187,0.6007,1,0.99956,0.99956
NFYA,0.55177,0.60076,1,0.99956,0.99956
FNIP1,0.55113,0.60115,1,0.99956,0.99956
TGFBRAP1,0.55098,0.60124,1,0.99956,0.99956
EPM2A,0.55085,0.60132,1,0.99956,0.99956
ZNF827,0.55072,0.6014,1,0.99956,0.99956
GRIP1,-0.55071,0.6014,1,0.99956,0.99956
EDC4,0.55069,0.60141,1,0.99956,0.99956
CYB5R2,-0.55053,0.60152,1,0.99956,0.99956
ZNF318,0.55051,0.60153,1,0.99956,0.99956
ZNF414,0.55031,0.60166,1,0.99956,0.99956
ABCA3,0.55027,0.60168,1,0.99956,0.99956
ZCCHC7,0.55024,0.60171,1,0.99956,0.99956
PIANP,-0.55021,0.60172,1,0.99956,0.99956
NAT8L,0.55013,0.60178,1,0.99956,0.99956
STAT6,-0.55009,0.60181,1,0.99956,0.99956
RBPMS2,0.54973,0.60204,1,0.99956,0.99956
ZNF775,0.54948,0.6022,1,0.99956,0.99956
LRRC16B,-0.54915,0.60241,1,0.99956,0.99956
MRPL3,-0.54914,0.60242,1,0.99956,0.99956
CCNE2,0.54903,0.60249,1,0.99956,0.99956
MARVELD1,-0.54902,0.6025,1,0.99956,0.99956
SPRYD7,-0.54889,0.60258,1,0.99956,0.99956
SFRP1,0.54889,0.60258,1,0.99956,0.99956
SNORA5A,-0.54862,0.60275,1,0.99956,0.99956
TNS1,-0.54859,0.60277,1,0.99956,0.99956
ADAM10,-0.54832,0.60293,1,0.99956,0.99956
STX12,-0.54823,0.60299,1,0.99956,0.99956
PRDM2,-0.54802,0.60312,1,0.99956,0.99956
GON4L,0.54787,0.60321,1,0.99956,0.99956
CEP104,0.54785,0.60322,1,0.99956,0.99956
C5orf28,-0.54778,0.60327,1,0.99956,0.99956
HIRIP3,0.54777,0.60328,1,0.99956,0.99956
TTC18,0.54762,0.60336,1,0.99956,0.99956
TOM1,0.54746,0.60346,1,0.99956,0.99956
CAMKMT,-0.54741,0.6035,1,0.99956,0.99956
HNRNPM,0.5472,0.60362,1,0.99956,0.99956
UCK1,0.54713,0.60367,1,0.99956,0.99956
RAB8B,-0.54712,0.60367,1,0.99956,0.99956
C8orf76,-0.54701,0.60374,1,0.99956,0.99956
GPHN,0.54691,0.6038,1,0.99956,0.99956
PIK3R2,0.54691,0.6038,1,0.99956,0.99956
SNX12,-0.54685,0.60384,1,0.99956,0.99956
CD36,0.5465,0.60406,1,0.99956,0.99956
REL,0.54643,0.6041,1,0.99956,0.99956
PMPCB,0.54635,0.60415,1,0.99956,0.99956
BCOR,-0.54618,0.60425,1,0.99956,0.99956
POLR1B,-0.54574,0.60452,1,0.99956,0.99956
C8orf47,-0.54549,0.60468,1,0.99956,0.99956
CHRNA4,0.54508,0.60493,1,0.99956,0.99956
ARHGEF39,-0.5449,0.60504,1,0.99956,0.99956
TCF4,0.5449,0.60504,1,0.99956,0.99956
ANKZF1,-0.54485,0.60508,1,0.99956,0.99956
BRSK2,0.54484,0.60508,1,0.99956,0.99956
LOC100506054,-0.5446,0.60523,1,0.99956,0.99956
FAM105B,0.54438,0.60536,1,0.99956,0.99956
FCGRT,-0.54398,0.60561,1,0.99956,0.99956
CAMKK2,0.54391,0.60565,1,0.99956,0.99956
SYT13,-0.54382,0.60571,1,0.99956,0.99956
SLC6A1,0.54381,0.60571,1,0.99956,0.99956
CCDC173,0.5437,0.60578,1,0.99956,0.99956
ZNF418,-0.54357,0.60586,1,0.99956,0.99956
CTNNA1,0.54357,0.60587,1,0.99956,0.99956
ASPM,-0.54338,0.60598,1,0.99956,0.99956
MYL9,-0.54323,0.60608,1,0.99956,0.99956
RPF1,0.54304,0.60619,1,0.99956,0.99956
RANBP3,0.54298,0.60623,1,0.99956,0.99956
PMFBP1,0.54294,0.60625,1,0.99956,0.99956
SLMO2,-0.5427,0.6064,1,0.99956,0.99956
COA1,-0.54265,0.60643,1,0.99956,0.99956
FNDC5,-0.54259,0.60647,1,0.99956,0.99956
NEU1,-0.54258,0.60648,1,0.99956,0.99956
EPHA2,-0.54256,0.60649,1,0.99956,0.99956
LOC100507194,-0.54246,0.60655,1,0.99956,0.99956
EPHB1,-0.54238,0.6066,1,0.99956,0.99956
LOC100130950,0.54195,0.60686,1,0.99956,0.99956
NEIL3,-0.54187,0.60691,1,0.99956,0.99956
LRRN3,0.54184,0.60693,1,0.99956,0.99956
GINS4,-0.54176,0.60698,1,0.99956,0.99956
PABPC1,-0.54158,0.60709,1,0.99956,0.99956
GRIK3,-0.54157,0.6071,1,0.99956,0.99956
MSMP,-0.54148,0.60715,1,0.99956,0.99956
MGEA5,0.54125,0.6073,1,0.99956,0.99956
ANAPC1,0.54106,0.60742,1,0.99956,0.99956
ATG2B,0.54103,0.60744,1,0.99956,0.99956
RCAN3,0.541,0.60746,1,0.99956,0.99956
PKP4,-0.54096,0.60748,1,0.99956,0.99956
STOM,-0.54084,0.60756,1,0.99956,0.99956
TMEM192,-0.5408,0.60759,1,0.99956,0.99956
EGFL6,-0.5407,0.60765,1,0.99956,0.99956
VCP,-0.54068,0.60767,1,0.99956,0.99956
ZDHHC16,0.54057,0.60773,1,0.99956,0.99956
POLR2J,-0.5405,0.60778,1,0.99956,0.99956
SF3A2,0.54013,0.60802,1,0.99956,0.99956
IQSEC2,0.54002,0.6081,1,0.99956,0.99956
ATG14,-0.53997,0.60813,1,0.99956,0.99956
CEP85L,0.53992,0.60816,1,0.99956,0.99956
ZNF507,-0.53986,0.6082,1,0.99956,0.99956
ADHFE1,-0.5398,0.60824,1,0.99956,0.99956
DYNLRB1,0.53949,0.60845,1,0.99956,0.99956
AOX1,0.53948,0.60845,1,0.99956,0.99956
NAF1,-0.53931,0.60856,1,0.99956,0.99956
ZNF394,0.53928,0.60858,1,0.99956,0.99956
HERC6,0.53916,0.60866,1,0.99956,0.99956
PPM1D,-0.53906,0.60872,1,0.99956,0.99956
OGT,0.53901,0.60876,1,0.99956,0.99956
TMEM41A,-0.53891,0.60883,1,0.99956,0.99956
TP53,-0.53886,0.60886,1,0.99956,0.99956
C17orf49,-0.53881,0.60889,1,0.99956,0.99956
ANLN,-0.53877,0.60891,1,0.99956,0.99956
VPS18,0.53874,0.60893,1,0.99956,0.99956
EIF3E,-0.53856,0.60905,1,0.99956,0.99956
FAM111A,0.53848,0.6091,1,0.99956,0.99956
LINC00152,-0.53843,0.60913,1,0.99956,0.99956
ADAM9,-0.53843,0.60913,1,0.99956,0.99956
FGFR1OP,0.53829,0.60923,1,0.99956,0.99956
GUCY1A3,0.53805,0.60938,1,0.99956,0.99956
ATF4,-0.53797,0.60943,1,0.99956,0.99956
SERINC5,-0.53792,0.60947,1,0.99956,0.99956
B3GALTL,0.53789,0.60948,1,0.99956,0.99956
ZNF512B,0.53786,0.60951,1,0.99956,0.99956
EMC1,0.53783,0.60953,1,0.99956,0.99956
RHOC,-0.53774,0.60958,1,0.99956,0.99956
GLT25D2,-0.5377,0.60961,1,0.99956,0.99956
FKBP3,-0.53768,0.60962,1,0.99956,0.99956
MRPS33,0.53754,0.60972,1,0.99956,0.99956
ZNF41,-0.53751,0.60974,1,0.99956,0.99956
OGFRL1,-0.53746,0.60977,1,0.99956,0.99956
ATAD2,0.53739,0.60981,1,0.99956,0.99956
MTFMT,0.53687,0.61015,1,0.99956,0.99956
NDNL2,-0.53678,0.61021,1,0.99956,0.99956
TIPRL,-0.53673,0.61024,1,0.99956,0.99956
EBP,-0.5366,0.61033,1,0.99956,0.99956
LRTM1,0.53657,0.61035,1,0.99956,0.99956
GLTSCR1,0.53644,0.61044,1,0.99956,0.99956
SEC63,0.53622,0.61058,1,0.99956,0.99956
PHF12,0.53599,0.61073,1,0.99956,0.99956
NOB1,-0.53599,0.61073,1,0.99956,0.99956
PLEKHF2,-0.53578,0.61087,1,0.99956,0.99956
EIF2D,-0.53565,0.61096,1,0.99956,0.99956
COL27A1,0.53538,0.61113,1,0.99956,0.99956
HNRNPH3,-0.53533,0.61116,1,0.99956,0.99956
RAMP2,-0.53526,0.61122,1,0.99956,0.99956
CCDC47,0.5351,0.61132,1,0.99956,0.99956
NUAK2,-0.53502,0.61137,1,0.99956,0.99956
H6PD,0.53496,0.61141,1,0.99956,0.99956
LTBP4,0.53493,0.61143,1,0.99956,0.99956
ZNF189,0.5349,0.61145,1,0.99956,0.99956
SPHK1,-0.5349,0.61145,1,0.99956,0.99956
UBAC1,-0.53481,0.61151,1,0.99956,0.99956
MAP2K2,0.53435,0.61181,1,0.99956,0.99956
CPNE3,0.53423,0.61189,1,0.99956,0.99956
ARHGAP23,0.53403,0.61202,1,0.99956,0.99956
TFPI2,-0.53403,0.61202,1,0.99956,0.99956
INTU,0.53402,0.61202,1,0.99956,0.99956
BORA,-0.53401,0.61203,1,0.99956,0.99956
NEFH,-0.53397,0.61206,1,0.99956,0.99956
DNAH14,-0.5339,0.61211,1,0.99956,0.99956
FGFBP3,-0.53388,0.61212,1,0.99956,0.99956
GABRB1,0.53384,0.61215,1,0.99956,0.99956
RAD9A,0.5335,0.61236,1,0.99956,0.99956
USP12,0.53348,0.61238,1,0.99956,0.99956
ATP6V1A,0.53332,0.61248,1,0.99956,0.99956
ACTR5,-0.53315,0.6126,1,0.99956,0.99956
CDIPT,-0.53289,0.61277,1,0.99956,0.99956
CNNM3,0.53243,0.61307,1,0.99956,0.99956
ZNF862,0.53216,0.61325,1,0.99956,0.99956
SCOC,-0.53212,0.61327,1,0.99956,0.99956
GFM2,0.53211,0.61328,1,0.99956,0.99956
ARIH2,0.53182,0.61347,1,0.99956,0.99956
PHLDA3,-0.53181,0.61348,1,0.99956,0.99956
LOC84989,0.53181,0.61348,1,0.99956,0.99956
PIK3C2B,0.53178,0.6135,1,0.99956,0.99956
NCKAP5,0.53178,0.6135,1,0.99956,0.99956
SAFB2,-0.53175,0.61352,1,0.99956,0.99956
TUBA1C,-0.53168,0.61357,1,0.99956,0.99956
EMB,-0.5316,0.61362,1,0.99956,0.99956
APOA1BP,0.5316,0.61362,1,0.99956,0.99956
IPW,-0.53159,0.61363,1,0.99956,0.99956
PROX1,0.53153,0.61366,1,0.99956,0.99956
FBXL7,0.53152,0.61367,1,0.99956,0.99956
BST1,-0.5315,0.61368,1,0.99956,0.99956
LYRM5,0.53145,0.61372,1,0.99956,0.99956
ACTR1A,0.5314,0.61375,1,0.99956,0.99956
WWP2,0.53119,0.61389,1,0.99956,0.99956
NEK10,0.53108,0.61396,1,0.99956,0.99956
TAF1,0.53102,0.61401,1,0.99956,0.99956
SEC61B,-0.53078,0.61416,1,0.99956,0.99956
FMNL3,-0.53075,0.61418,1,0.99956,0.99956
RNF215,0.53073,0.6142,1,0.99956,0.99956
DIP2C,0.53072,0.6142,1,0.99956,0.99956
ERCC4,0.53068,0.61423,1,0.99956,0.99956
C15orf57,-0.53063,0.61426,1,0.99956,0.99956
BTN2A2,-0.5306,0.61428,1,0.99956,0.99956
ANAPC13,-0.53042,0.61441,1,0.99956,0.99956
CKB,-0.5304,0.61441,1,0.99956,0.99956
RPS27,0.53029,0.61449,1,0.99956,0.99956
SYTL5,0.53002,0.61467,1,0.99956,0.99956
TRIM11,-0.52998,0.6147,1,0.99956,0.99956
STRN4,0.52989,0.61476,1,0.99956,0.99956
PMEPA1,0.52986,0.61478,1,0.99956,0.99956
CUTC,-0.52982,0.6148,1,0.99956,0.99956
ENO3,-0.52972,0.61487,1,0.99956,0.99956
XBP1,-0.52953,0.61499,1,0.99956,0.99956
ENDOD1,0.52953,0.615,1,0.99956,0.99956
PPP3CB,-0.52938,0.6151,1,0.99956,0.99956
PANK2,0.52925,0.61518,1,0.99956,0.99956
CCDC8,0.52911,0.61527,1,0.99956,0.99956
CLPP,-0.52896,0.61537,1,0.99956,0.99956
C12orf4,0.52882,0.61546,1,0.99956,0.99956
LIPG,-0.5287,0.61554,1,0.99956,0.99956
ATXN1L,-0.52867,0.61555,1,0.99956,0.99956
TNFRSF19,0.52857,0.61562,1,0.99956,0.99956
RAB27A,-0.52853,0.61564,1,0.99956,0.99956
MLL4,0.52844,0.6157,1,0.99956,0.99956
DDX49,-0.52796,0.616,1,0.99956,0.99956
ARAP1,0.52796,0.61601,1,0.99956,0.99956
PDE7A,-0.52773,0.61615,1,0.99956,0.99956
ACN9,-0.52763,0.61622,1,0.99956,0.99956
PGM2,-0.52755,0.61627,1,0.99956,0.99956
KXD1,-0.52728,0.61644,1,0.99956,0.99956
SYT4,0.52712,0.61655,1,0.99956,0.99956
NDST2,0.52709,0.61657,1,0.99956,0.99956
MVK,0.52697,0.61665,1,0.99956,0.99956
TRMU,-0.52691,0.61669,1,0.99956,0.99956
MAB21L2,0.52684,0.61674,1,0.99956,0.99956
KPNA1,0.52679,0.61677,1,0.99956,0.99956
PEX3,-0.52678,0.61678,1,0.99956,0.99956
ST7L,-0.52678,0.61678,1,0.99956,0.99956
SETDB2,-0.52661,0.6169,1,0.99956,0.99956
TUBA1B,0.52644,0.61702,1,0.99956,0.99956
ZDHHC14,-0.52641,0.61704,1,0.99956,0.99956
ABAT,0.52639,0.61706,1,0.99956,0.99956
SNPH,0.52629,0.61713,1,0.99956,0.99956
RASA1,0.52617,0.61722,1,0.99956,0.99956
FAM178A,0.52615,0.61723,1,0.99956,0.99956
DBN1,0.52613,0.61724,1,0.99956,0.99956
MBTPS1,0.52597,0.61736,1,0.99956,0.99956
NYAP1,-0.5257,0.61756,1,0.99956,0.99956
PSME4,0.5256,0.61763,1,0.99956,0.99956
WHSC1L1,0.52547,0.61772,1,0.99956,0.99956
MANF,0.52545,0.61773,1,0.99956,0.99956
PIH1D1,-0.52511,0.61797,1,0.99956,0.99956
NT5DC3,0.525,0.61805,1,0.99956,0.99956
GAL3ST3,0.52492,0.6181,1,0.99956,0.99956
ZNF527,0.52485,0.61815,1,0.99956,0.99956
MAPK12,-0.52459,0.61831,1,0.99956,0.99956
STAT1,0.52452,0.61835,1,0.99956,0.99956
MRPL45,0.52435,0.61846,1,0.99956,0.99956
CDK18,-0.52428,0.6185,1,0.99956,0.99956
SIK1,0.52421,0.61855,1,0.99956,0.99956
SKP2,0.52411,0.61861,1,0.99956,0.99956
STK11IP,0.52408,0.61863,1,0.99956,0.99956
ROPN1L,0.52396,0.61869,1,0.99956,0.99956
HCN2,0.5238,0.61879,1,0.99956,0.99956
POLR2G,0.5237,0.61886,1,0.99956,0.99956
ACVR1B,-0.52368,0.61887,1,0.99956,0.99956
DDIT4,-0.52362,0.61891,1,0.99956,0.99956
SCN7A,0.52359,0.61892,1,0.99956,0.99956
SLC36A1,0.52359,0.61892,1,0.99956,0.99956
RSC1A1,-0.52352,0.61896,1,0.99956,0.99956
PHF20,-0.52325,0.61913,1,0.99956,0.99956
SERTAD4-AS1,-0.52308,0.61924,1,0.99956,0.99956
PIEZO2,0.52304,0.61926,1,0.99956,0.99956
PLA2G12A,-0.52294,0.61933,1,0.99956,0.99956
CHCHD3,-0.52278,0.61943,1,0.99956,0.99956
SEC23B,-0.52274,0.61946,1,0.99956,0.99956
SLC38A2,-0.52257,0.61957,1,0.99956,0.99956
PDGFD,0.52252,0.6196,1,0.99956,0.99956
TMOD2,0.52238,0.61969,1,0.99956,0.99956
TUBB3,0.52221,0.61981,1,0.99956,0.99956
BICD2,-0.52212,0.61986,1,0.99956,0.99956
IL32,-0.52204,0.61992,1,0.99956,0.99956
ZMYND8,-0.52191,0.62001,1,0.99956,0.99956
NR1D1,-0.52176,0.62011,1,0.99956,0.99956
TTLL1,0.52145,0.6203,1,0.99956,0.99956
ELF2,0.52137,0.62036,1,0.99956,0.99956
STX7,0.52132,0.62039,1,0.99956,0.99956
LSG1,0.52116,0.62049,1,0.99956,0.99956
RHOBTB1,0.52115,0.6205,1,0.99956,0.99956
TMEM199,0.52108,0.62054,1,0.99956,0.99956
PMPCA,-0.52099,0.6206,1,0.99956,0.99956
PLOD1,-0.52097,0.62061,1,0.99956,0.99956
LYPLA1,-0.52095,0.62062,1,0.99956,0.99956
TDP2,-0.52085,0.62069,1,0.99956,0.99956
FARP1,0.52044,0.62093,1,0.99956,0.99956
CH25H,0.52026,0.62103,1,0.99956,0.99956
MAPK8IP3,0.51981,0.6213,1,0.99956,0.99956
DNAJC8,0.51978,0.62132,1,0.99956,0.99956
MAP2K5,0.51973,0.62134,1,0.99956,0.99956
PPM1A,0.5196,0.62142,1,0.99956,0.99956
ZNF180,0.51958,0.62143,1,0.99956,0.99956
DNA2,-0.5194,0.62154,1,0.99956,0.99956
ACTR1B,0.51916,0.62167,1,0.99956,0.99956
F2RL2,-0.51914,0.62168,1,0.99956,0.99956
IFI16,-0.51909,0.62171,1,0.99956,0.99956
MT2A,-0.51889,0.62182,1,0.99956,0.99956
SUV420H2,0.51881,0.62187,1,0.99956,0.99956
MYO9A,0.5188,0.62188,1,0.99956,0.99956
HTR3B,-0.51872,0.62192,1,0.99956,0.99956
BAI2,0.51867,0.62195,1,0.99956,0.99956
LEO1,-0.5185,0.62204,1,0.99956,0.99956
ZNF680,0.51849,0.62205,1,0.99956,0.99956
ANKRD11,-0.51835,0.62213,1,0.99956,0.99956
PIGS,-0.51832,0.62214,1,0.99956,0.99956
DPYD,0.51829,0.62216,1,0.99956,0.99956
C9orf41,-0.51823,0.62219,1,0.99956,0.99956
ARL10,0.51806,0.62229,1,0.99956,0.99956
MEX3A,-0.51793,0.62236,1,0.99956,0.99956
ENO1,-0.5179,0.62237,1,0.99956,0.99956
HDGF,-0.51788,0.62239,1,0.99956,0.99956
SH3PXD2A,0.51785,0.6224,1,0.99956,0.99956
SH2B1,0.51761,0.62254,1,0.99956,0.99956
C20orf72,-0.51725,0.62274,1,0.99956,0.99956
SEMA3A,0.51666,0.62311,1,0.99956,0.99956
SNORA10,-0.5165,0.62321,1,0.99956,0.99956
RPL11,-0.5165,0.62321,1,0.99956,0.99956
COQ7,-0.51639,0.62328,1,0.99956,0.99956
NPPC,0.51617,0.62343,1,0.99956,0.99956
KDR,0.51613,0.62345,1,0.99956,0.99956
KIAA1143,-0.51611,0.62347,1,0.99956,0.99956
MED25,0.51601,0.62353,1,0.99956,0.99956
RAI14,-0.51591,0.6236,1,0.99956,0.99956
PHACTR3,0.51583,0.62366,1,0.99956,0.99956
RNASEH2C,0.51569,0.62375,1,0.99956,0.99956
ANXA1,0.51558,0.62383,1,0.99956,0.99956
NOTCH2NL,0.51548,0.6239,1,0.99956,0.99956
TMEM98,0.51546,0.62391,1,0.99956,0.99956
CMTM6,0.51542,0.62393,1,0.99956,0.99956
PPP2CA,0.5154,0.62395,1,0.99956,0.99956
TTC23,0.51538,0.62397,1,0.99956,0.99956
GFOD1,0.5152,0.62409,1,0.99956,0.99956
ARFRP1,0.51519,0.62409,1,0.99956,0.99956
RPS23,-0.51516,0.62411,1,0.99956,0.99956
RIT1,-0.51493,0.62426,1,0.99956,0.99956
MAGEE1,0.51472,0.62441,1,0.99956,0.99956
TTC5,0.51459,0.62449,1,0.99956,0.99956
ETV4,-0.51437,0.62464,1,0.99956,0.99956
SLC24A3,0.51433,0.62467,1,0.99956,0.99956
ACOT7,0.51433,0.62467,1,0.99956,0.99956
LOC100133315,0.51424,0.62473,1,0.99956,0.99956
ADCK1,0.51404,0.62487,1,0.99956,0.99956
LOC93622,0.51401,0.62489,1,0.99956,0.99956
MIS12,-0.51399,0.6249,1,0.99956,0.99956
C9orf142,-0.51399,0.62491,1,0.99956,0.99956
PHC1,0.51398,0.62491,1,0.99956,0.99956
DGKE,-0.51382,0.62502,1,0.99956,0.99956
ATP6V1G1,0.5138,0.62503,1,0.99956,0.99956
POU2F2,0.5136,0.62517,1,0.99956,0.99956
FNTA,-0.51353,0.62522,1,0.99956,0.99956
USP34,0.5135,0.62524,1,0.99956,0.99956
MYLK,-0.51338,0.62532,1,0.99956,0.99956
PEAK1,-0.51317,0.62546,1,0.99956,0.99956
CXCR4,-0.51299,0.62558,1,0.99956,0.99956
CRKL,0.51289,0.62565,1,0.99956,0.99956
SERPINB8,-0.51284,0.62568,1,0.99956,0.99956
SMAD7,-0.51271,0.62577,1,0.99956,0.99956
H3F3A,0.51268,0.62579,1,0.99956,0.99956
PIEZO1,0.51241,0.62598,1,0.99956,0.99956
SMAD3,0.51231,0.62605,1,0.99956,0.99956
TMEM81,-0.51224,0.62609,1,0.99956,0.99956
NGF,-0.51212,0.62617,1,0.99956,0.99956
AP1S1,-0.51207,0.62621,1,0.99956,0.99956
ZFAND3,-0.51204,0.62623,1,0.99956,0.99956
LOC90834,-0.51203,0.62624,1,0.99956,0.99956
PRDX3,-0.51149,0.6266,1,0.99956,0.99956
FBXL4,0.51147,0.62662,1,0.99956,0.99956
CPVL,0.51144,0.62663,1,0.99956,0.99956
ANO4,-0.5112,0.62679,1,0.99956,0.99956
RSPO2,0.51111,0.62686,1,0.99956,0.99956
AASS,0.51109,0.62686,1,0.99956,0.99956
RIMS1,0.51108,0.62687,1,0.99956,0.99956
HDAC4,0.51087,0.62701,1,0.99956,0.99956
CLCN7,0.51058,0.6272,1,0.99956,0.99956
CDC7,0.51041,0.62731,1,0.99956,0.99956
CDKAL1,-0.51024,0.62742,1,0.99956,0.99956
ENPP2,-0.51007,0.62752,1,0.99956,0.99956
SRSF4,0.51001,0.62756,1,0.99956,0.99956
STX4,0.50999,0.62757,1,0.99956,0.99956
HIST3H3,0.50991,0.62762,1,0.99956,0.99956
TECPR1,0.5099,0.62763,1,0.99956,0.99956
ZSCAN16,0.50965,0.62779,1,0.99956,0.99956
FLJ42627,0.50963,0.6278,1,0.99956,0.99956
PIK3R3,0.5096,0.62782,1,0.99956,0.99956
TMEM55A,-0.50946,0.6279,1,0.99956,0.99956
IGF2BP1,0.50946,0.62791,1,0.99956,0.99956
ENOX1,0.50931,0.628,1,0.99956,0.99956
MAGEL2,-0.5092,0.62807,1,0.99956,0.99956
DUSP22,0.50915,0.6281,1,0.99956,0.99956
AMBRA1,0.50913,0.62811,1,0.99956,0.99956
COX15,0.50911,0.62812,1,0.99956,0.99956
LAMC1,-0.50905,0.62816,1,0.99956,0.99956
LETM2,-0.50887,0.62828,1,0.99956,0.99956
SCARNA1,-0.50885,0.62829,1,0.99956,0.99956
IGSF9B,-0.50865,0.62841,1,0.99956,0.99956
BRD9,-0.50854,0.62848,1,0.99956,0.99956
AMDHD2,-0.50834,0.6286,1,0.99956,0.99956
KSR2,0.50817,0.6287,1,0.99956,0.99956
TMEM241,0.50814,0.62872,1,0.99956,0.99956
EIF2C2,0.50791,0.62886,1,0.99956,0.99956
ARVCF,0.50778,0.62893,1,0.99956,0.99956
ERBB2,0.50773,0.62896,1,0.99956,0.99956
C10orf118,0.50767,0.629,1,0.99956,0.99956
ZNF554,0.50755,0.62907,1,0.99956,0.99956
CUL7,0.50747,0.62912,1,0.99956,0.99956
TRIM35,0.50746,0.62913,1,0.99956,0.99956
PGS1,-0.50743,0.62915,1,0.99956,0.99956
EEF1B2,0.50739,0.62917,1,0.99956,0.99956
PPP1R32,0.50738,0.62917,1,0.99956,0.99956
PRDX6,-0.50733,0.62921,1,0.99956,0.99956
LOC401321,-0.50727,0.62924,1,0.99956,0.99956
ZNF69,-0.50717,0.6293,1,0.99956,0.99956
SAMD14,0.50699,0.62942,1,0.99956,0.99956
FKTN,-0.50696,0.62943,1,0.99956,0.99956
ITGA6,0.50683,0.62952,1,0.99956,0.99956
ZNF12,0.5068,0.62954,1,0.99956,0.99956
BST2,-0.5066,0.62966,1,0.99956,0.99956
LPCAT1,0.50645,0.62976,1,0.99956,0.99956
VEZF1,0.50637,0.62981,1,0.99956,0.99956
KIF21A,-0.50636,0.62982,1,0.99956,0.99956
FAM150B,0.50636,0.62982,1,0.99956,0.99956
EIF2S3,-0.50587,0.63014,1,0.99956,0.99956
MTM1,-0.50581,0.63018,1,0.99956,0.99956
FAM54B,0.50577,0.63021,1,0.99956,0.99956
RTN1,0.50575,0.63022,1,0.99956,0.99956
VTN,0.50573,0.63023,1,0.99956,0.99956
GCNT1,0.50564,0.63029,1,0.99956,0.99956
FGF12,0.50558,0.63033,1,0.99956,0.99956
MED22,0.50551,0.63037,1,0.99956,0.99956
FAM76A,0.50547,0.6304,1,0.99956,0.99956
SEC11C,0.50542,0.63044,1,0.99956,0.99956
SRPX,0.50521,0.63057,1,0.99956,0.99956
CREG2,-0.50506,0.63067,1,0.99956,0.99956
CLTC,0.50491,0.63077,1,0.99956,0.99956
TARBP2,-0.5048,0.63085,1,0.99956,0.99956
PARD6G,0.50476,0.63087,1,0.99956,0.99956
TBP,-0.50474,0.63088,1,0.99956,0.99956
LOC728392,0.50462,0.63097,1,0.99956,0.99956
SPRTN,-0.50455,0.63101,1,0.99956,0.99956
MOB4,0.50453,0.63103,1,0.99956,0.99956
PDXK,0.50447,0.63107,1,0.99956,0.99956
RCN2,-0.50441,0.63111,1,0.99956,0.99956
THOC5,0.50441,0.63111,1,0.99956,0.99956
KLRG1,0.50433,0.63116,1,0.99956,0.99956
SLC1A2,0.50402,0.63137,1,0.99956,0.99956
LRWD1,-0.50402,0.63137,1,0.99956,0.99956
POU3F2,-0.504,0.63138,1,0.99956,0.99956
CHPF,0.5039,0.63145,1,0.99956,0.99956
SCARNA17,-0.50366,0.63162,1,0.99956,0.99956
NPHP4,0.50364,0.63163,1,0.99956,0.99956
TRMT13,0.50362,0.63164,1,0.99956,0.99956
NOTCH1,0.50354,0.63169,1,0.99956,0.99956
SRRD,0.50344,0.63177,1,0.99956,0.99956
NSDHL,0.50342,0.63178,1,0.99956,0.99956
GPBP1L1,-0.50335,0.63183,1,0.99956,0.99956
FAM108B1,0.50326,0.63189,1,0.99956,0.99956
AGPAT6,0.50319,0.63193,1,0.99956,0.99956
FBXO33,0.50314,0.63196,1,0.99956,0.99956
NTHL1,0.50311,0.63199,1,0.99956,0.99956
MARCKS,0.50297,0.63208,1,0.99956,0.99956
C10orf12,0.50296,0.63209,1,0.99956,0.99956
GATM,-0.50294,0.6321,1,0.99956,0.99956
TPPP,0.50285,0.63217,1,0.99956,0.99956
RFNG,0.50269,0.63227,1,0.99956,0.99956
ZNF273,-0.50261,0.63233,1,0.99956,0.99956
GTPBP5,0.50259,0.63234,1,0.99956,0.99956
FBXO21,-0.50257,0.63235,1,0.99956,0.99956
SWI5,0.50233,0.63252,1,0.99956,0.99956
APBA1,0.50232,0.63253,1,0.99956,0.99956
TSC22D1,-0.50215,0.63264,1,0.99956,0.99956
PDXDC1,0.50211,0.63267,1,0.99956,0.99956
DPP3,0.5021,0.63268,1,0.99956,0.99956
CDC20,-0.50176,0.63291,1,0.99956,0.99956
FZR1,0.50171,0.63294,1,0.99956,0.99956
KIAA0528,0.50167,0.63297,1,0.99956,0.99956
SLC8A3,0.50151,0.63308,1,0.99956,0.99956
LOC439949,-0.50143,0.63313,1,0.99956,0.99956
SPOPL,0.50067,0.63364,1,0.99956,0.99956
RALBP1,0.50065,0.63366,1,0.99956,0.99956
FBXW5,0.50064,0.63366,1,0.99956,0.99956
STAT3,-0.50043,0.6338,1,0.99956,0.99956
